CÓDIGO;REFERÊNCIA;DESCRIÇÃO;NCM;UN;REFERÊNCIAS;EST.;APL.;RES.;VENDA;MÉDIO;VENDA;CUSTO;SETOR;RUA;BLOCO;ANDAR
3391;84231908;PINO DE ACO;73182900;UN;84231908;0;0;0;920,23;242,71;0;0;;;;
45280;84252202;PINO DE ACO;73182900;PC;84252202;0;0;0;1040,38;557,13;0;0;;;;
4954;84253768;PINO DE ACO;73181500;UN;84253768;3;0;1;854,38;469,534445;2563,14;1408,6;19000000;;;
45485;84259753;PINO DE ACO;73182900;PC;84259753;2;0;0;611,99;339,03;1223,98;678,06;06F12;;;
45597;84270815;PINO DE ACO;73182900;PC;84270815;0;0;0;611,91;203,975;0;0;;;;
48535;84409739;PINO DE ACO;73182900;PC;84409739;0;0;0;2651,93;699,43;0;0;;;;
61383;87647425;PINO DE ACO;73182900;PC;87647425;0;0;0;353,94;197,8475;0;0;03F07;;;
61384;87647426;PINO DE ACO;73182900;PC;87647426;0;0;0;333,01;155,41;0;0;;;;
62749;87712525;PINO DE ACO;73181500;PC;87712525;0;0;0;398,45;103,54;0;0;02I26;;;
66402;D141142;PINO DE ACO;73182900;PC;D141142;0;0;0;776,7;216,11;0;0;;;;
3346;D146288;PINO DE ACO;73182900;UN;D146288;0;0;0;394,14;109,66;0;0;;;;
73368;KSV1338;PINO DE ACO;73182900;PC;KSV1338;0;0;0;7615,45;4178,99;0;0;;;;
84998;ZP26D06014;PINO DE ACO;73182900;PC;ZP26D06014;0;0;0;8,09;2,1;0;0;;;;
1244;135-51652;PINO DE ACO 0 5X3 25;73182900;UN;135-51652;0;0;0;149,21;9,837;0;10,03;100D16;;;
14149;148346A1;PINO DE ACO ARTICULACAO CIL;73182900;PC;148346A1;0;0;0;675,68;190,35;0;0;;;;
66456;D149287;PINO DE ACO BAIXO CARBONO;73182900;PC;D149287;0;0;0;30,99;16,995;0;0;;;;
107534;ALT-87305150;PINO DE ACO C/ FRANGE;73182900;UN;RC000171382;0;0;0;1050;433,29;0;0;;;;
60011;87598522;PINO DE ACO D 75 X473;73182900;PC;87598522;0;0;0;3691,18;1349,87;0;0;;;;
60012;87598525;PINO DE ACO D 85 X473;73181500;PC;87598525;0;0;0;3781,61;1382,94;0;0;;;;
45782;84282086;PINO DE ACO DA DOBRADICA DA;73182900;PC;84282086;0;0;0;81,72;45,68;0;0;;;;
6858;L47564;PINO DE ACO DO CHASSI DIANT;73182900;UN;L47564;0;0;0;4114,47;2226,12;0;0;;;;
50300;8500227;PINO DE ACO DO CHASSI FRONT;73182900;PC;8500227;0;0;0;1185,67;297,82;0;0;;;;
61380;87647422;PINO DE ACO DO EIXO DIANTEI;73182900;PC;87647422;0;0;0;1137,34;624,52;0;0;;;;
61381;87647423;PINO DE ACO DO EIXO DIANTEI;73182900;PC;87647423;0;0;0;499,85;274,465;0;0;;;;
20853;292207A1;PINO DE ACO EIXO TRASEIRO A;73181500;PC;292207A1;0;0;0;137,15;36,155;0;0;;;;
6846;E159038;PINO DE ACO ESTR CARREG;73182900;UN;E159038;0;0;0;641,74;331,04;0;0;90;;;
6849;KLV11310;PINO DE ACO P CACAMBA;73182900;UN;KLV11310;0;0;0;4336,51;1358,65;0;0;;;;
24745;427-5094;PINO DE ACO P ALAVANCA DA V;73182900;PC;427-5094;2;0;0;14,87;5,715334;29,74;11,43;02H31;;;
5272;38-21010;PINO DE ACO P ASSENTO DO OP;73209000;UN;38-21010;0;0;0;3,94;0,354;0;1,8;06F21;;;
1234;87441219;PINO DE ACO P BALANCIM;73181900;UN;87441219,23;0;0;0;1035,77;577,255001;0;0;11D06;;;
47085;84341462;PINO DE ACO P CHASSIS;73182900;PC;84341462;0;0;0;1481,47;563,825;0;0;12G10;;;
50908;85812306;PINO DE ACO P DIFERENCIAL E;73182900;PC;85812306;0;0;0;18,26;4,67;0;0;;;;
4907;87452944;PINO DE ACO P DOBRADICA;73181500;UN;87452944;1;0;0;695,18;226,368;695,18;226,37;05A03;;;
825;72210181;PINO DE ACO P RODA GUIA;73181500;UN;72210181;3;0;0;512,32;125,596;1536,96;376,79;06G26;;;
2985;148694A1;PINO DE ACO P TORRE;73181500;UN;148694A1;0;0;0;938,85;268,17;0;0;;;;
3353;86979985;PINO DE ACO P TRANSMISSAO;73182900;UN;86979985;0;0;0;50,55;11,08;0;0;22D18;;;
37432;72210188;PINO DE ACO P/CORRENTE;73182900;PC;72210188;0;0;0;104,77;46,085;0;0;;;;
54373;87310326;PINO DE ACO PIVO CARREGADEI;73181500;PC;87310326;1;0;0;4106,03;1573,35;4106,03;1573,35;09F05;;;
55513;87376566;PINO DE ACO PIVOT DA PORTA;73181500;PC;87376566;1;0;0;39,36;22,000001;39,36;22;04G20;;;
4960;117724A1;PINO DE ACO PORTA CABINE;73181500;UN;117724A1;3;0;0;190,08;90,588492;570,24;271,77;02C14;;;
45486;84259754;PINO DE ACO S ROSCA;73181500;PC;84259754;0;0;0;693,43;334,11;0;0;;;;
3428;47447391;PINO DE ACO S ROSCA P DIFER;73182900;UN;47447391;0;0;0;531,71;264,91;0;0;;;;
5517;72210192;PINO DE ACO S/ROSCA P/CORRE;84314929;UN;72210192;0;0;0;199,43;20,09;0;0;14F09;;;
64063;906087R1;PINO DE ACO SEM ROSCA;73182900;PC;906087R1;0;0;0;115,21;63,215;0;0;05F12;;;
38076;73162855;PINO DE ACO SUPORTE ESCAR;73181500;PC;73162855;0;0;0;328;180,09;0;0;;;;
1370;D149298;PINO DE ZINCO;79070090;UN;D149298;0;0;0;737,52;199,05;0;0;;;;
3530;D28648;PINO DE ZINCO DO BRACO ESTA;79070090;UN;D28648;0;0;0;451,68;121,905;0;0;;;;
3784;84168130;PINO DO DENTE 621 W130 SF10;84314100;UN;84168130;2;0;0;410;203,72;820;407,44;DEP01A07;;;
1245;84168132;PINO DO DENTE 621 W130 SF10;73182900;UN;84168132;6;0;0;224,13;122,383332;1344,78;734,3;06H09;;;
1789;84168136;PINO DO DENTE CHEX13 SF15P;84314100;UN;84168136,23;0;0;0;359,14;123,590667;0;0;02I01;;;
1791;84168140;PINO DO DENTE CHEX18 SF20P;84314100;UN;84168140;9;0;0;444,85;229,654162;4003,65;2066,89;02B34;;;
1779;84289946;PINO DO DENTE CHEX20M SF25P;84314100;UN;84289946,89;2;0;0;473,54;232,755;947,08;465,51;06F24;;;
45952;84289973;PINO DO DENTE CHEX35 SF40P;84314100;PC;84289973;6;0;0;586,23;325,243333;3517,38;1951,46;05C12;;;
5837;85805983;PINO DO EIXO DIANTEIRO;84314929;UN;85805983;0;0;0;419,45;226,7325;0;0;02H10;;;
865;9966356;PINO ELASTICO ACO ALTO CARB;73181500;UN;9966356;7;0;0;10,59;2,4775;74,13;17,34;02B43;;;
1103;76021408;PINO ELASTICO ACO MD CARB;73182400;UN;76021408;1;0;0;257,26;137,75;257,26;137,75;3E+14;;;
1210;148911A1;PINO ELASTICO DE ACO;73182900;UN;148911A1;0;0;0;27,44;9,479113;0;0;06A20;;;
3357;87516;PINO ELASTICO DE ACO;73182900;UN;87516;8;0;0;25,91;14,22;207,28;113,76;04G13;;;
5134;356588A1;PINO ELASTICO TRAVA DE ACO;73182400;UN;356588A1;0;0;0;188,07;17,58;0;1,79;05C01;;;
3055;13793070;PINO EM ACO MEDIO CARBONO S;73181500;UN;13793070;3;0;0;7,54;4,138;22,62;12,41;02H35;;;
5259;153703A1;PINO EM ACO MEDIO CARBONO S;73182900;UN;153703A1;0;0;0;79,85;5,26;0;0;22F07;;;
14745;153748A1;PINO EM ACO MEDIO CARBONO S;73181500;PC;153748A1;0;0;0;243,03;75,07;0;0;;;;
4266;169279A1;PINO EM ACO MEDIO CARBONO S;27101932;UN;169279A1,4266;0;0;0;2065,53;136,14;0;0;16A06;;;
17218;181108A1;PINO EM ACO MEDIO CARBONO S;73182900;PC;181108A1;0;0;0;2,06;0,55;0;0;;;;
17828;1967585C1;PINO EM ACO MEDIO CARBONO S;73182900;PC;1967585C1;0;0;0;79,85;43,82;0;0;;;;
3004;87603835;PINO ESFERICO;73181900;UN;87603835;10;0;0;9,06;3,476875;90,6;34,77;02F41;;;
106147;ALT-75326511;PINO ESFERICO;73182900;UN;RC000435877;0;0;0;258,65;144,581667;0;0;;;;
109931;ALT-147614A1;PINO ESLATICO;73182900;UN;147614A1;0;0;0;0,81;0,453333;0;0;;;;
26064;47448110;PINO GRAXEIRO DE ACO C ROSC;73181500;PC;47448110;12;0;0;24,84;11,335;298,08;136,02;06H24;;;
6848;J903924;PINO GUIA DE ACO;73182900;UN;J903924;0;0;0;40,54;16,75;0;0;12G13;;;
1208;148687A1;PINO INFERIOR DE ACO CJ SO;73182900;UN;148687A1;0;0;0;1005,74;287,26;0;0;;;;
3319;L100624;PINO LARGO DE ACO;73182900;UN;L100624;0;0;0;1992,21;1093,23;0;0;;;;
74440;L113464;PINO LARGO DE ACO;73181500;PC;L113464;2;0;0;232,72;107,955;465,44;215,91;06B06;;;
44259;84158586;PINO MOLA DE ACO 3 8 X 2 1;73181500;PC;84158586;0;0;0;35,71;19,585;0;0;;;;
44901;84216891;PINO NAO ROSCADO EM ACO MED;73182900;PC;84216891;0;0;0;341,63;113,89;0;0;;;;
44902;84216892;PINO NAO ROSCADO EM ACO MED;73182900;PC;84216892;0;0;0;370,83;123,6;0;0;;;;
44903;84216893;PINO NAO ROSCADO EM ACO MED;73182900;PC;84216893;0;0;0;386,86;128,97;0;0;;;;
44908;84217317;PINO NAO ROSCADO EM ACO MED;73182900;PC;84217317;0;0;0;711,59;198;0;0;;;;
44959;84223653;PINO NAO ROSCADO EM ACO MED;73182900;PC;84223653;1;0;0;621,19;192,42;621,19;192,42;9000;;;
44960;84223654;PINO NAO ROSCADO EM ACO MED;73182900;PC;84223654;1;0;0;1057,71;323,94;1057,71;323,94;09F02;;;
45198;84243665;PINO NAO ROSCADO EM ACO MED;73182900;PC;84243665;0;0;0;848,37;236,06;0;0;;;;
1250;84243667;PINO NAO ROSCADO EM ACO MED;73182900;UN;84243667;0;0;0;507,51;144,96;0;0;;;;
3389;84248656;PINO NAO ROSCADO EM ACO MED;73182900;UN;84248656;0;0;0;882,96;297,41;0;0;;;;
45245;84248744;PINO NAO ROSCADO EM ACO MED;73181500;PC;84248744;0;0;0;630,99;346,47;0;0;;;;
52078;8606124;PINO SUPERIOR PIVO ACO;73181500;PC;8606124;0;0;0;757,23;415,76;0;0;21D06;;;
64991;9969206;PINO TRAVA ACO MEDIO CARB S;73182900;PC;9969206;0;0;0;19,5;4,9;0;0;;;;
5200;D131983;PINO TRAVA ACO MEDIO CARBON;73182900;UN;D131983;0;0;0;26;1,705;0;0,35;100D17;;;
2968;E159659;PINO-ELAST. CXA.PLANETAR;73170090;UN;E159659;0;0;0;11,57;0,925;0;0,38;100I12;;;
59188;87578455;PISCA ELETRICO SINAL DE RE;85364100;PC;87578455;0;0;0;1035,69;471,45;0;0;04F13;;;
* 86676;47444616;PISTA DE ROLAMENTO;84314929;PC;47444616;0;0;0;4177,49;4929,415;0;0;12G01;;;
5661;371878A1;PISTA DO ROLAMENTO;84829910;UN;371878A1;0;0;0;520,32;42,38;0;4,32;06I14;;;
32944;510893;PISTA DO ROLAMENTO;84829910;PC;510893;0;0;0;426,13;238,2;0;0;;;;
5659;86017029;PISTA EXTERNA DE ROLAMENTO;84829910;UN;86017029;0;0;0;298,08;24,29;0;2,47;14H09;;;
6538;71004904;PISTAO;84839000;UN;71004904;0;0;0;1664,36;479,12;0;0;;;;
51743;8603623;PISTAO ACO P VALVULA CONTR;84819090;PC;8603623;0;0;0;922,34;491,58;0;0;;;;
74820;L33576;PISTAO ACO VALVULA CONTROLE;84819090;PC;L33576;0;0;0;1548,74;655,58;0;0;;;;
22708;358644A1;PISTAO BOMBA HIDR;84831090;PC;358644A1;0;0;0;571,61;317,125;0;0;;;;
1400;8097915;PISTAO COMPLETO;84099929;UN;8097915;0;0;0;2425,82;1176,16;0;0;22X02;;;
32724;504277204;PISTAO COMPLETO STD;84099929;PC;504277204;0;0;0;686,58;401,855;0;0;;;;
89143;ALT-504277204;PISTAO COMPLETO STD;84099929;UN;FOR504277204;0;0;0;787,61;477,9;0;0;;;;
51311;85827773;PISTAO DA TRANSMISSAO;84839000;PC;85827773;0;0;0;1054,88;573,18;0;0;;;;
44070;84141979;PISTAO DE ACO;84122190;PC;84141979;0;0;0;1199,93;743,68;0;0;;;;
58904;87561516;PISTAO DE ACO;73182900;PC;87561516;0;0;0;2800,78;760,8;0;0;;;;
26078;47450949;PISTAO DE ACO P CILINDRO HI;84129080;PC;47450949;0;0;0;324,63;176,51;0;0;;;;
2218;148966A1;PISTAO DE ACO P EIXO TRASEI;84839000;UN;148966A1;0;0;0;148,07;78,9625;0;0;210;;;
35651;71103557;PISTAO DE ACO P EIXO TRASEI;84314929;PC;71103557;0;0;0;9857,48;3528,65;0;0;17F04;;;
51505;8603166;PISTAO DE ACO P/EIXO DIANTE;84314929;PC;8603166;1;0;0;2238,79;2132,13;2238,79;2132,13;26B01;;;
22183;331417A1;PISTAO DO CILINDRO;84839000;PC;331417A1;0;0;0;929,15;519,375;0;0;;;;
5367;71101709;PISTAO P MOTOR;84099929;UN;71101709;0;0;0;2668,19;254,22;0;0;19000;;;
87487;ALT-158960;PISTAO REBAIXADO C/ VALVULA;84314929;UN;801700091;0;0;0;147,1;89,255;0;0;;;;
35576;71103251;PISTAO RETORNO PEDAL ACELAD;84314929;PC;71103251;0;0;0;1323,37;550,15;0;0;;;;
6999;D77523;PISTÃO SISTEMA DE FREIO;73182900;UN;D77523;0;0;0;59,31;35,99;0;0;;;;
4041;8603408;PISTAO TRANSMISSAO;84839000;UN;8603408;0;0;0;875,58;489,43;0;0;;;;
74761;L17468;PIVO;84314929;PC;L17468;1;0;0;3788,85;2174,789999;3788,85;2174,79;26B02;;;
54212;87306934;PIVO DE ACO;73269090;PC;87306934;0;0;0;2016,11;1078,6;0;0;;;;
5564;137851A1;PLACA;84314929;UN;137851A1;0;0;0;157,02;14,17;0;0;22G17;;;
61504;87652272;PLACA EM BORRACHA;40169300;PC;87652272;0;0;0;1208,68;542,19;0;0;;;;
58206;87521419;PLACA 2 4MM FREIO ACO;84839000;PC;87521419;0;0;0;785,46;426,829643;0;0;;;;
74413;L107161;PLACA ACO ART CHASSI TRASEI;73182900;PC;L107161;0;0;0;286,81;153,715;0;0;;;;
5709;73118174;PLACA ACO DESGASTE CONVERSO;84839000;UN;73118174;0;0;0;750,55;63,7325;0;25,99;24C03;;;
6541;87561065;PLACA ACO FLEX CONVERSOR DE;84839000;UN;87561065;1;0;0;1240,29;693,3;1240,29;693,3;08X02;;;
58899;87561066;PLACA ACO FLEX CONVERSOR DE;84839000;PC;87561066;1;0;0;1355,42;757,65;1355,42;757,65;08X01;;;
4343;87708433;PLACA ACO P FREIO DIFERENCI;87083090;UN;87708433;0;0;0;1086,1;623,49;0;0;;;;
2104;E69859;PLACA ACO P VALVULA CONTROL;84819090;UN;E69859;0;0;0;1069,72;259,81;0;0;;;;
60877;87625342;PLACA ACO TRAVA PARAFUSO;84314929;PC;87625342;0;0;0;41,52;22,585;0;0;;;;
5173;730741702;PLACA ARTICULACAO CHASSI;73182900;UN;730741702;1;0;0;531,1;273,56;531,1;273,56;22G03;;;
5532;147718A1;PLACA ASSOALHO;84314929;UN;147718A1;0;0;0;75,04;12,43;0;0;;;;
76657;LR015030;PLACA D ACO D MOTOR;73269090;PC;LR015030;0;0;0;7146,44;3595,49;0;0;;;;
23130;375112A1;PLACA DE ACO;84314929;PC;375112A1;1;0;0;44,53;25,2;44,53;25,2;17C05;;;
37963;73143479;PLACA DE ACO;84839000;PC;73143479;0;0;0;27,17;14,485;0;0;100C01;;;
39374;75267167;PLACA DE ACO;84314929;PC;75267167;0;0;0;693,01;290,235;0;0;;;;
39378;75267176;PLACA DE ACO;84314929;PC;75267176;0;0;0;629,51;263,63;0;0;;;;
41796;76300038;PLACA DE ACO;84314929;PC;76300038;0;0;0;780,69;277,52;0;0;;;;
49864;84566815;PLACA DE ACO;84314929;PC;84566815;0;0;0;154,28;83,13;0;0;06F26;;;
51698;8603531;PLACA DE ACO;84839000;PC;8603531;0;0;0;391,16;187,59;0;0;03G02;;;
59003;87567392;PLACA DE ACO;73269090;PC;87567392;0;0;0;202,62;55,7675;0;0;;;;
3506;2781782;PLACA DE ACO CLAMP SINGLE;73269090;UN;2781782;0;0;0;45,56;18,15;0;0;;;;
5558;8603628;PLACA DE ACO CONT VALVULA E;84314929;UN;8603628;0;0;0;3467,3;1886,63;0;0;19000000;;;
1746;A178706;PLACA DE ACO CONVERSOR DA T;84314929;UN;A178706;0;0;0;1550,66;133,32;0;0;24D02;;;
41131;76081001;PLACA DE ACO DA TRANSMISSAO;84839000;PC;76081001;0;0;0;978,8;547,13;0;0;;;;
5251;155619A1;PLACA DE ACO DE FRICCAO MOT;73182900;UN;155619A1;0;0;0;2651,47;1420,033333;0;0;11B20;;;
4065;148929A1;PLACA DE ACO DE PROTECAO P;73261900;UN;148929A1;7;0;0;106,78;47,958036;747,46;335,71;02I10;;;
5520;75248811;PLACA DE ACO DO DESLOCAMENT;84314929;UN;75248811;0;0;0;146,88;81,990834;0;0;02I45;;;
2214;8604229;PLACA DE ACO DO ENCOSTO;84839000;UN;8604229;0;0;0;128,96;63,065;0;0;;;;
74686;L128375;PLACA DE ACO DO PINO SUPERI;84314929;PC;L128375;0;0;0;972,44;528,97;0;0;3000;;;
56722;87436076;PLACA DE ACO DO PISO;84314929;PC;87436076;0;0;0;283,75;166,07;0;0;;;;
3950;331987A1;PLACA DE ACO INTERMEDIARIA;84819090;UN;331987A1;0;0;0;657,99;42,533333;0;13,01;04H02;;;
2225;75285760;PLACA DE ACO P CONVERSOR;84839000;UN;75285760;0;0;0;154,16;86,1725;0;0;15D07;;;
6231;148895A1;PLACA DE ACO P EIXO;73261900;UN;148895A1;0;0;0;48,61;22,195;0;0;;;;
83733;YN15V00025S742;PLACA DE ACO P MOT HID;84099999;PC;YN15V00025S742;0;0;0;2887,68;883,95;0;0;;;;
80709;SBA165166650;PLACA DE ACO P MOTOR;84099999;PC;SBA165166650;0;0;0;369,07;220,33;0;0;;;;
5521;75289711;PLACA DE ACO P/VALVULA DA T;84314929;UN;75289711;0;0;0;422,52;71,61;0;0;22D06;;;
13335;142404A1;PLACA DE ACO PARTES DO BRAC;84314929;PC;142404A1;0;0;0;396,67;148,11;0;0;;;;
80736;SBA185727000;PLACA DE ACO TENSORA ALTERN;85119000;PC;SBA185727000;1;1;0;122,43;68,82;122,43;68,82;;;;
1329;367658A1;PLACA DE ACO TRAVA COBERTUR;73269090;UN;367658A1;0;0;0;191,76;60,725;0;0;;;;
56508;87426969;PLACA DE APOYO;84314929;PC;87426969;0;0;0;1010,46;571,62;0;0;;;;
103622;51407109;PLACA DE BORRACHA;40169300;PC;51407109;0;0;0;107,65;50,22;0;0;;;;
106231;220935A3;PLACA DE BORRACHA P VIDRO;40169300;PC;220935A3;0;0;0;85,27;42,505;0;0;;;;
1163;75248810;PLACA DE DESGASTE DE ACO;84314929;UN;75248810;0;0;0;70,72;43,83;0;0;05F14;;;
2842;148969A1;PLACA DE ENCOSTO;40169990;UN;148969A1;0;0;0;42,33;21,950833;0;0;2200000;;;
61382;87647424;PLACA DE TRAVAMENTO DE ACO;84314929;PC;87647424;0;0;0;45,66;24,6;0;0;04G20;;;
38474;75248807;PLACA DESGASTE DE ACO;73269090;PC;75248807;0;0;0;229,94;128,5325;0;0;20B02;;;
19628;244961A1;PLACA DESGASTE LAT ACO;73261900;PC;244961A1;0;0;0;4724,32;1533,315;0;0;;;;
60508;87606946;PLACA DOBRADICA ACO LAM FRI;73269090;PC;87606946;0;0;0;255,47;128,85;0;0;100F02;;;
4303;85808317;PLACA FRICCAO EM ACO PARA E;84314929;UN;85808317;0;0;0;1290,99;367,85;0;0;;;;
22492;346088A1;PLACA INFER ASSENTO;84314929;PC;346088A1;0;0;0;1411,29;417,31;0;0;19F02;;;
111952;ALT-86594515;PLACA LOGO TIPO NEW HOLLAND;39269090;UN;86594515;0;0;0;187,2;113,26;0;0;;;;
5525;75321980;PLACA PROT.CIL.DESL.280MM;84314929;UN;75321980;0;0;0;237,81;23,21;0;0;190000;;;
23751;391280A1;PLACA RETENCAO SUPE ACO;84314929;PC;391280A1;0;0;0;553,76;324,09;0;0;04G19;;;
88561;14458;PLACA SANDUICHE - 7180-147A GTIN 7899010016964 TT:(R$17,85);84139190;UN;14458;0;0;0;148,24;76,43;0;0;;;;
92473;47447084;PLACA TRAVA DE ACO;73269090;PC;47447084;0;0;0;99,1;49,385;0;0;OS 2259;;;
4367;401466A1;PLASTICO AUTOADESIVO DECORA;39199090;UN;401466A1;0;0;0;175;12,05;0;1,23;23X03;;;
48427;84402707;PLATE, CENTER BOX, GRAY;84314929;PC;84402707;0;0;0;278,88;278,44;0;0;OS 2259;;;
21467;310519A1;PLATO ACO EMBREAGEM REF 135;84314929;PC;310519A1;0;0;0;656,57;187,065;0;0;;;;
13716;14508087;PLUG;40169990;PC;14508087;0;0;0;13,97;8,095;0;0;02H35;;;
19543;2444P803;PLUG;73181500;PC;2444P803;0;0;0;681,33;380,85;0;0;;;;
51355;86000535;PLUG;39269090;PC;86000535;0;0;0;59,13;16,265;0;0;;;;
61385;87647427;PLUG ROSCAVEL DE ACO;84314929;PC;87647427;0;0;0;496,69;307,8325;0;0;05F12;;;
53492;87000778;PLUG TAMPAO DE PLASTICO 89M;39269090;PC;87000778;0;0;0;41,94;23,41;0;0;;;;
42465;79090991;PLUG TOMADA DE CORRENTE BIP;85366990;PC;79090991;1;0;1;386,33;215,95;386,33;215,95;;;;
13715;14507887;PLUGUE;39269090;PC;14507887;0;0;0;18,44;9,8;0;0;02H41;;;
1390;4895039;PLUGUE;73261900;UN;4895039;1;0;0;20,63;11,53;20,63;11,53;;;;
27210;47681952;PLUGUE DE BORRACHA;40169990;PC;47681952;0;0;0;462,2;246,43;0;0;;;;
5461;PM02P00009-2A;PM02P00009-2A-ELEMENTO DO FILTRO;84219999;UN;PM02P00009-2A;0;0;0;42,48;24,096667;0;0;21F18;;;
* 93427;93427;PNEU ARMO 19,50 X 24;40118090;UN;;0;0;0;0;300;0;0;;;;
32336;504065880;POLIA;84835090;PC;504065880;0;0;0;516,57;232,76;0;0;12F15;;;
86292;5801716217;POLIA;84835010;PC;5801716217;0;0;0;312,17;180,95;0;0;;;;
85833;5802063391;POLIA;84835010;PC;5802063391;0;0;0;1208,11;448,73;0;0;;;;
4032;84388643;POLIA;84835010;UN;84388643;0;0;0;676,87;419,5;0;0;;;;
54814;87340008;POLIA;84836019;PC;87340008;0;0;0;2094,94;1851,941177;0;0;21D04;;;
84595;YX20M01029F4;POLIA ACO P SISTEMA AR COND;84835010;PC;YX20M01029F4;0;0;0;6303,75;3653,82;0;0;;;;
80802;SBA198686220;POLIA AR CONDICIONADO ACO;84835010;PC;SBA198686220;0;0;0;3650,63;1240,83;0;0;02F29;;;
20686;2855972;POLIA DE ACO;84835010;PC;2855972;0;0;0;2317,93;1343,52;0;0;;;;
24664;42566793;POLIA DE ACO;84835010;PC;42566793;0;0;0;278,72;172,74;0;0;;;;
28208;47797817;POLIA DE ACO;84835010;PC;47797817,83;3;0;0;1216,5;744,274444;3649,5;2232,82;09B06;;;
32335;504065879;POLIA DE ACO;84835090;PC;504065879;4;0;0;607,87;282,132501;2431,48;1128,53;30000;;;
2197;84167711;POLIA DE ACO;84835010;UN;84167711;0;0;0;1209,6;540,035;0;0;;;;
60505;87606706;POLIA DE ACO;84835090;PC;87606706;0;0;0;1293,6;801,73;0;0;;;;
5694;87739401;POLIA DE ACO;84835010;UN;87739401;0;0;0;1819,97;175,84;0;0;19A05;;;
5692;J903826;POLIA DE ACO;84835010;UN;J903826;0;0;0;625,11;71,88;0;0;13D06;;;
53281;86976071;POLIA DE ACO DO ALTERNADOR;84835010;PC;86976071;0;0;0;1723,69;485,8;0;0;;;;
5695;SBA145337030;POLIA DE ACO P MOTOR;84835010;UN;SBA145337030;0;0;0;264,43;25,55;0;0;22A12;;;
32333;504065877;POLIA DE CORREIA;84835010;PC;504065877;2;0;0;551,5;341,8;1103;683,6;12A02;;;
32404;504083374;POLIA DE FERRO FUNDIDO;84835010;PC;504083374;0;0;0;858,91;364,92;0;0;;;;
32334;504065878;POLIA GUIA DE ACO PARA CORR;84835010;PC;504065878;4;0;0;612,76;379,77;2451,04;1519,08;5000000000;;;
4322;J914462;POLIA VENTILADOR;84835010;UN;J914462;1;0;0;430,11;236,309998;430,11;236,31;10A01;;;
48972;84480710;PONTA DENTE ACO P RIPPER CA;84314929;PC;84480710;0;0;0;1115,11;589,21;0;0;;;;
50793;85805977;PONTEIRA DE DIRECAO DE ACO;84314929;PC;85805977;0;0;0;1124,76;645,61;0;0;;;;
29914;47946008;PONTEIRO INDICADOR;90299090;PC;47946008;1;0;0;1041,73;465,375;1041,73;465,38;02F34;;;
5027;12164721;PORCA;73181600;UN;12164721,ZBR73181600;5;0;0;16,47;9,108;82,35;45,54;2,00E+39;;;
16802;17038931;PORCA;73181600;PC;17038931;0;0;0;23,5;12,89;0;0;;;;
963;17039031;PORCA;73181600;UN;17039031;0;0;0;12,8;0,96;0;0,1;4,00E+17;;;
4980;280717;PORCA;73181600;UN;280717;0;0;0;5,51;0,353889;0;0,65;04B04;;;
4976;280980;PORCA;73181600;UN;280980;0;0;0;24,1;1,48;0;0,45;20G12;;;
972;326364A1;PORCA;73181600;UN;326364A1;3;0;0;16,78;6,077547;50,34;18,23;04A09;;;
5023;329-1010;PORCA;73181600;UN;329-1010;0;0;0;3,83;0,573333;0;0,17;;;;
22121;329-1016;PORCA;73181600;PC;329-1016;2;0;0;62,28;20,597085;124,56;41,19;400000000;;;
5026;393209A1;PORCA;73181600;UN;393209A1;0;0;0;21,21;2,206667;0;0,67;06D21;;;
31671;4893739;PORCA;73181600;PC;4893739;0;0;0;91,14;50,045;0;0;06B11;;;
932;7770;PORCA;73181600;UN;7770;16;0;0;6,95;4,086253;111,2;65,38;04A05;;;
45674;84274691;PORCA;73181600;PC;84274691;0;0;0;824,45;377,09;0;0;4E+12;;;
46579;84316953;PORCA;73181600;PC;84316953;0;0;0;755,04;210,07;0;0;;;;
4991;86518194;PORCA;73181600;UN;86518194;0;0;0;13,5;0,8825;0;0,35;11G10;;;
924;86528579;PORCA;73181600;UN;86528579;32;0;0;4,15;1,180092;132,8;37,76;02A42;;;
3153;86625064;PORCA;73181600;UN;86625064;5;0;4;8,31;4,546001;41,55;22,73;2,00E+16;;;
53158;86639083;PORCA;73181600;PC;86639083;0;0;0;62,51;16,815;0;0;06A29;;;
922;86639566;PORCA;73181600;UN;86639566;0;0;0;64,87;35,595;0;0;;;;
5002;87016585;PORCA;73181600;UN;87016585;0;0;0;17,17;1,125294;0;3,9;03H06;;;
5029;87305;PORCA;73181600;UN;87305;0;0;0;1,51;0,1;0;0,08;;;;
58409;87530607;PORCA;73181600;PC;87530607;0;0;0;32,73;17,965;0;0;;;;
59964;87597953;PORCA;73181600;PC;87597953;0;0;0;4,92;1,255;0;0;;;;
3165;9635082;PORCA;73181600;UN;9635082;0;0;0;1,51;0,1;0;0,02;100C08;;;
942;9847024;PORCA;73181600;UN;9847024;4;0;0;8,32;5,759166;33,28;23,04;04F15;;;
943;98782C1;PORCA;73181600;UN;98782C1;0;0;0;52,9;10,79;0;0;03C10;;;
112422;ALT-2J3507;PORCA;73181600;UN;35760;0;0;0;8,12;4,537778;0;0;;;;
113502;ALT-86015195;PORCA;73181600;UN;12164311;0;0;0;3,63;2,031379;0;0;;;;
