CÓDIGO;REFERÊNCIA;DESCRIÇÃO;NCM;UN;REFERÊNCIAS;EST.;APL.;RES.;VENDA;MÉDIO;VENDA;CUSTO;SETOR;RUA;BLOCO;ANDAR
6238;135249A1;BUCHA;84833029;UN;135249A1;4;0;0;205,54;53,6975;822,16;214,79;02I41;;;
27977;47777377;BUCHA;73182900;PC;47777377;0;0;0;1219,67;602,39;0;0;02F39;;;
105772;48032704FP;BUCHA;73269090;PC;48032704FP;1;0;0;112,78;61,86;112,78;61,86;11F01;;;
30713;48049370;BUCHA;84129080;PC;48049370;0;0;0;202,54;110,625;0;0;;;;
33328;51530485;BUCHA;73182900;PC;51530485;0;0;0;230,66;126,585;0;0;;;;
34591;6914048;BUCHA;40169300;PC;6914048;0;0;0;541,14;0;0;0;;;;
38012;73160841;BUCHA;84833029;PC;73160841;0;0;0;355,12;220,09;0;0;;;;
1828;75260976;BUCHA;84314929;UN;75260976;0;0;0;187,47;59,23;0;0;;;;
2154;8099205;BUCHA;84833029;UN;8099205;0;0;0;208,65;119,965278;0;0;04D04;;;
4016;84224880;BUCHA;84833090;UN;84224880;2;0;0;634,36;219,345;1268,72;438,69;6E+12;;;
47340;84354629;BUCHA;40169990;PC;84354629;1;0;0;1080,68;508,678333;1080,68;508,68;04C01;;;
3185;84529088;BUCHA;73181900;UN;84529088;2;0;0;159,06;82,490002;318,12;164,98;05F06;;;
60664;87613444;BUCHA;73182900;PC;87613444;0;0;0;407,54;223,635;0;0;;;;
106823;ALT-87613433;BUCHA;73182900;UN;RC000065764;0;0;0;628;264,01;0;0;;;;
106827;ALT-87613434;BUCHA;73269090;UN;RC000474860;0;0;0;595;255,215;0;0;;;;
106821;ALT-87613436;BUCHA;73182900;UN;RC000338846;0;0;0;850;368,1175;0;0;;;;
3417;ALT-D151034;BUCHA;84314929;UN;ALT-D151034,D151034/1;0;0;0;72,88;22,69;0;0;28D03;;;
7033;D127542;BUCHA;84314929;UN;D127542;4;0;0;233,96;71,505;935,84;286,02;3E+12;;;
5199;D129264;BUCHA;73182900;UN;D129264;0;0;0;245,02;43,067222;0;13,17;06D05;;;
6522;D135557;BUCHA;84833029;UN;D135557;0;0;0;205,02;62,58;0;0;;;;
6523;D135559;BUCHA;84833029;UN;D135559;0;0;0;146,31;44,65;0;0;;;;
4013;D140029;BUCHA;84833090;UN;D140029;1;0;0;85,71;8,29;85,71;8,29;04B13;;;
66515;D30374;BUCHA;84833090;PC;D30374;0;0;0;175,37;102,645;0;0;;;;
5674;D50146;BUCHA;84833090;UN;D50146;0;0;0;99,31;14;0;0;12F04;;;
7158;G108512;BUCHA;84833090;UN;G108512;0;0;0;211,99;63,0525;0;0;;;;
79773;R25663;BUCHA;84833029;PC;R25663;0;0;0;109,09;64,16;0;0;;;;
3865;L117465;BUCHA CHASSI DIANT;84314929;UN;L117465;0;0;0;549,43;255,275;0;0;19B03;;;
7047;L117466;BUCHA CHASSI DIANT;84314929;UN;L117466;0;0;0;530,64;227,135;0;0;;;;
67067;E158734;BUCHA ESTR LEVTO;84314929;PC;E158734;1;0;0;396,47;239,255001;396,47;239,26;19B01;;;
3895;E158752;BUCHA HASTE CILIND;84314929;UN;E158752;0;0;0;162,31;97,9425;0;0;;;;
4009;D30929;BUCHA BRACO CACAMBA;84833090;UN;D30929;0;0;0;202,14;61,27;0;0;21B01;;;
5537;D37443;BUCHA BRACO CACAMBA;84314929;UN;D37443;0;0;0;862,59;84,18;0;0;12B19;;;
5673;D46405;BUCHA BRACO CACAMBA;84833090;UN;D46405;0;0;0;126,95;12,95;0;0;02I25;;;
1822;L46480;BUCHA CHASSI TRAS;73269090;UN;L46480;2;0;0;204,25;103,411666;408,5;206,82;2,00E+24;;;
66594;D44543;BUCHA CIL HID BASCL;84833090;PC;D44543;0;0;0;231,8;146,4025;0;0;;;;
5677;G103411;BUCHA CIL. INCL.;84833090;UN;G103411;0;0;0;230,21;25,04;0;0;20F13;;;
5552;G34875;BUCHA CILINDRO GIRO;84314929;UN;G34875;0;0;0;194,58;19,52;0;0;12F06;;;
5672;D43946;BUCHA CILINDRO HID.;84833090;UN;D43946;0;0;0;148,17;16,42;0;0;20C16;;;
74760;L17466;BUCHA ESTR DIANTERA;84314929;PC;L17466;0;0;0;509,65;221,115;0;0;;;;
7160;L105214;BUCHA ESTR LEVANT;73269090;UN;L105214;2;0;0;431,26;253,67;862,52;507,34;17C02;;;
5671;D31512;BUCHA LEV CACAMBA;84833090;UN;D31512;0;0;0;366,74;36,65;0;0;12F07;;;
66577;D40243;BUCHA SUPORTE CAC;84833090;PC;D40243;0;0;0;579,9;177,06;0;0;;;;
5536;D55626;BUCHA TORRE CONTR;84314929;UN;D55626;0;0;0;294,9;25,98;0;0;;;;
60661;87613436;BUCHA BELLCRANK;84314929;PC;87613436;0;0;0;746,01;223,85;0;0;1900000;;;
17252;181216A1;BUCHA BOMBA HIDR CONJ;84833090;PC;181216A1;0;0;0;408,25;240,12;0;0;;;;
60658;87613433;BUCHA BRACO LEVANTAMENTO;73182900;PC;87613433;0;0;0;853,15;476,895;0;0;13C07;;;
60656;87613430;BUCHA LINK;84833090;PC;87613430;0;0;0;1079,35;437,51;0;0;;;;
1912;107071A1;BUCHA 20MM DE ACO P EIXO;84339090;UN;107071A1;0;0;0;101,94;38,8325;0;0;;;;
1332;124568A2;BUCHA ACO;73269090;UN;124568A2;0;0;0;363,83;34,86;0;3,55;22G06;;;
112003;ALT-75213179;BUCHA ACO;84314929;UN;RC000124574;2;0;0;206,96;115,685;413,92;231,37;28B08;;;
3465;84240578;BUCHA ACO 70X10X51 MM;85365090;UN;84240578,35;0;0;0;433,26;288,95;0;0;;;;
44995;84226809;BUCHA ACO 80X100X32MM;73269090;PC;84226809;0;0;0;1992,13;523,05;0;0;;;;
5676;G34854;BUCHA ACO CILINDRO GIRO;84833090;UN;G34854;0;0;0;109,18;12,53;0;0;12F03;;;
5679;85805988;BUCHA ACO DO EIXO DIANTEIRO;84833090;UN;85805988;0;0;0;62,59;31,418667;0;0;03H01;;;
44909;84217542;BUCHA ACO DO TUBO TRANSVERS;84833090;PC;84217542;0;0;0;372,13;115,55;0;0;;;;
40585;75326639;BUCHA ACO P BRACO PENETR;84314929;PC;75326639;0;0;0;1297,32;446,715;0;0;;;;
35717;71103630;BUCHA ACO P CILINDRO HIDRA;73182900;PC;71103630;0;0;0;1837,71;532,86;0;0;;;;
5327;YN12B02285P1;BUCHA ACO P CJ SOLDADO;73269090;UN;YN12B02285P1;0;0;0;2225,05;412,365;0;0;;;;
1792;79114762;BUCHA ACO P ESTI CORREIA;84314929;UN;79114762;0;0;0;41,81;4;0;0;11A13;;;
111040;ALT-47649101;BUCHA BALANCA 12D;73182900;UN;RC000234406,47581528;0;0;0;199,43;111,48;0;0;;;;
60663;87613438;BUCHA BELLCRANK;84314929;PC;87613438;0;0;0;3292,21;1148;0;0;;;;
2839;N14330;BUCHA BORRACHA ACOPLAMENTO;40169990;UN;N14330;4;0;0;161,42;55,9075;645,68;223,63;02B37;;;
3805;71447620;BUCHA C ANEL ELASTICO DE AC;84314929;UN;71447620;0;0;0;439,12;124,845;0;0;;;;
31656;4892708;BUCHA DA BIELA DE ACO;84833029;PC;4892708;4;0;0;155,57;91,500834;622,28;366;02F33;;;
112004;ALT-75218127;BUCHA DA CONCHA;84833090;UN;RC000126831;4;0;0;181,51;101,46;726,04;405,84;28B07;;;
10890;100696A1;BUCHA DE ACO;84833029;PC;100696A1;4;0;0;62,58;23,305;250,32;93,22;03A06;;;
6414;109268A1;BUCHA DE ACO;84314929;UN;109268A1;4;0;0;165,17;60,895;660,68;243,58;200000000;;;
20224;278532A1;BUCHA DE ACO;73269090;PC;278532A1;0;0;0;54,69;30,57;0;0;;;;
26092;47450973;BUCHA DE ACO;73182900;PC;47450973;0;0;0;194,77;106,955;0;0;;;;
26093;47450974;BUCHA DE ACO;73182900;PC;47450974;0;0;0;189,86;93,605;0;0;;;;
29037;47865950;BUCHA DE ACO;84833029;PC;47865950,D151034;1;0;0;130,06;61,343736;130,06;61,34;2,00E+20;;;
31973;500054641;BUCHA DE ACO;84833029;PC;500054641;0;0;0;226,66;107,3775;0;0;12F16;;;
37908;73130017;BUCHA DE ACO;84314929;PC;73130017;0;0;0;1947,87;1145,73;0;0;05F07;;;
40640;75327135;BUCHA DE ACO;73269090;PC;75327135;0;0;0;430,78;240,7975;0;0;;;;
6503;76086247;BUCHA DE ACO;84821090;UN;76086247;0;0;0;319,67;224,56;0;0;;;;
45030;84229922;BUCHA DE ACO;73269090;PC;84229922;4;0;0;200,85;56,2925;803,4;225,17;02F12;;;
45082;84235607;BUCHA DE ACO;84833029;PC;84235607;4;0;0;434,63;113,5175;1738,52;454,07;06H07;;;
45215;84246051;BUCHA DE ACO;84833029;PC;84246051;0;0;0;434,34;112,115;0;0;;;;
45561;84266996;BUCHA DE ACO;0;PC;84266996;0;0;0;121,14;35,88;0;0;;;;
45589;84270060;BUCHA DE ACO;73182900;PC;84270060,68;3;0;0;26,85;9,187;80,55;27,56;02A14;;;
46191;84298801;BUCHA DE ACO;73269090;PC;84298801;0;0;0;1033,42;566,485;0;0;;;;
63391;87748946;BUCHA DE ACO;73182900;PC;87748946;0;0;0;262,09;83,405;0;0;;;;
107536;ALT-87625612;BUCHA DE ACO;73182900;UN;RC000338877;0;0;0;402;145,53;0;0;;;;
4010;D30933;BUCHA DE ACO;84833090;UN;D30933;0;0;0;293,98;96,298333;0;0;;;;
5223;KNV17300;BUCHA DE ACO;73182900;UN;KNV17300;0;0;0;1052,97;85,635;0;17,45;22F08;;;
5254;KNV17560;BUCHA DE ACO;73182900;UN;KNV17560;0;0;0;1299,06;85,635;0;0;22F10;;;
72906;KRV10910;BUCHA DE ACO;73269090;PC;KRV10910;0;0;0;2733,3;1498,31;0;0;;;;
5301;KSV1412;BUCHA DE ACO;73269090;UN;KSV1412;0;0;0;3169,77;173,325;0;0;;;;
5701;R55649;BUCHA DE ACO;84836090;UN;R55649;0;0;0;1428,46;118,2925;0;0;06F05;;;
83444;YN01V01086P1;BUCHA DE ACO;73182900;PC;YN01V01086P1;2;0;0;1793,77;769,71;3587,54;1539,42;06I09;;;
44387;84170645;BUCHA DE ACO 50 X 5 X 34;84833029;PC;84170645;0;0;0;249,81;64,48;0;0;;;;
45200;84244078;BUCHA DE ACO 50X5X31 75;84833090;PC;84244078;0;0;0;320,63;119,345;0;0;05D08;;;
45042;84230813;BUCHA DE ACO 60 X 5 X 36;84833090;PC;84230813;2;0;0;266,17;80,616666;532,34;161,23;02B18;;;
45045;84231081;BUCHA DE ACO 60 X 5X X50;84833090;PC;84231081;0;0;0;533,89;186,55;0;0;;;;
5513;73124552;BUCHA DE ACO GUIA DA SELA;84314929;UN;73124552;0;0;0;1386,7;132,77;0;0;21F11;;;
42562;79106797;BUCHA DE ACO BRACO CIL LEVA;73182900;PC;79106797;0;0;0;280,21;166,5875;0;0;;;;
67666;G109152;BUCHA DE ACO CILINDRO DIREC;84836090;PC;G109152;0;0;0;813,5;249,13;0;0;;;;
66545;D36203;BUCHA DE ACO CILINDRO HIDRA;84836090;PC;D36203;0;0;0;405,23;209,745;0;0;;;;
59832;87596913;BUCHA DE ACO D BIELA;84833090;PC;87596913;0;0;0;91,37;46,513333;0;0;;;;
66452;D149079;BUCHA DE ACO DA TORRE DO GI;84833090;PC;D149079;0;0;0;214,8;73;0;0;;;;
3504;114318A1;BUCHA DE ACO DE GIRO DO ELE;73269090;UN;114318A1;0;0;0;178,92;63,48;0;0;;;;
72970;KRV2408;BUCHA DE ACO DO BRACO;73269090;PC;KRV2408;0;0;0;2824;1548,045;0;0;;;;
60662;87613437;BUCHA DE ACO DO BRACO LEVAN;84833090;PC;87613437;0;0;0;1109,15;339,23;0;0;;;;
4275;D149725;BUCHA DE ACO DO CONJ EIXO;84219999;UN;D149725,4275;2;0;0;364,46;188,79;728,92;377,58;04C20;;;
4318;D149726;BUCHA DE ACO DO CONJ EIXO;84833090;UN;D149726;2;0;0;345,99;192,875;691,98;385,75;02C13;;;
5196;D137345;BUCHA DE ACO DO EIXO DIANTE;73182900;UN;D137345;0;0;0;320,01;21,68;0;2,21;06G06;;;
5194;BHBK965129;BUCHA DE ACO DO MOTOR PARTI;73182900;UN;BHBK965129;0;0;0;50,55;4,06;0;0,41;11G20;;;
5168;412502A1;BUCHA DE ACO EIXO DIANTEIRO;73182900;UN;412502A1;0;0;0;873,31;58,423333;0;17,87;14H07;;;
5329;236622;BUCHA DE ACO MED CARB SEM;73269090;UN;236622;0;0;0;10,07;0,6425;0;0,27;02C21;;;
21414;30634;BUCHA DE ACO MED CARB SEM;73182900;PC;30634;0;0;0;269,01;139,52;0;0;04I15;;;
2167;5194160;BUCHA DE ACO MED CARB SEM;84833090;UN;5194160;3;0;0;66,28;35,075764;198,84;105,23;06B18;;;
4269;71418480;BUCHA DE ACO MED CARB SEM;73182900;UN;71418480;1;0;0;1945,73;1027,229999;1945,73;1027,23;6,00E+23;;;
2159;85827758;BUCHA DE ACO MED CARB SEM;84833090;UN;85827758;0;0;0;87,62;25,335;0;0;02I21;;;
58457;87533336;BUCHA DE ACO P BRACO PENETR;73182900;PC;87533336;2;0;0;1149;538,09;2298;1076,18;05B02;;;
1155;75327080;BUCHA DE ACO P CACAMBA;73182900;UN;75327080;2;0;0;2201,5;788,835;4403;1577,67;08C06;;;
83445;YN01V01108P1;BUCHA DE ACO P CILINDRO HID;84833090;PC;YN01V01108P1;0;0;0;2844,03;1058,545;0;0;;;;
72086;KLV11110;BUCHA DE ACO P ELO DA CACAM;84833090;PC;KLV11110;0;0;0;2262,27;761,29;0;0;;;;
5670;D31142;BUCHA DE ACO P EST RETRO;84833090;UN;D31142;0;0;0;111,15;11,11;0;0;21A15;;;
34846;70684837;BUCHA DE ACO P PISO;84314929;PC;70684837;2;0;0;496,99;292,325;993,98;584,65;07C05;;;
66533;D33127;BUCHA DE ACO P SUSPENSAO;84833090;PC;D33127;0;0;0;176,24;63,835;0;0;;;;
3906;D151074;BUCHA DE ACO P TORRE GIRO;73269090;UN;D151074,135248A1;0;0;0;190,03;58,51;0;0;;;;
3314;L72998;BUCHA DE ACO PARA BRACO;73269090;UN;L72998;17;0;0;163,66;89,092941;2782,22;1514,58;04H09;;;
50288;8500173;BUCHA DE ACO PARA CILINDRO;84314929;PC;8500173;0;0;0;169,64;76,8225;0;0;;;;
5328;158777A1;BUCHA DE ACO ROLETE;73269090;UN;158777A1;0;0;0;78,19;10,68;0;0;20C05;;;
5588;87938;BUCHA DE ACO ROSCADA;84314929;UN;87938;5;0;0;27,75;2,47;138,75;12,35;02C26;;;
60659;87613434;BUCHA DE ACO SISTEMA DE LEV;73182900;PC;87613434;0;0;0;543,77;303,955;0;0;1300000;;;
612;278365A1;BUCHA DE BORRACHA;40169990;UN;278365A1;0;0;0;45,59;26,815;0;0;;;;
* 4691;5136411;BUCHA DE BORRACHA;40169990;UN;5136411;3;0;0;8,55;18,07;25,65;54,21;03C06;;;
47339;84354627;BUCHA DE BORRACHA;40169990;PC;84354627;1;0;0;70,15;33,022;70,15;33,02;4000000000;;;
37913;73130969;BUCHA DE BRONZE;84833010;PC;73130969;0;0;0;397,29;246,23;0;0;05F03;;;
61389;87647431;BUCHA DE BRONZE;84314929;PC;87647431;0;0;0;1411,71;830,34;0;0;05C03;;;
27301;47707701;BUCHA DE BRONZE DO EIXO DIA;84833010;PC;47707701;0;0;0;1446,87;851,05;0;0;5E+12;;;
2492;75246450;BUCHA DE DESGASTE DE PLASTI;39269090;UN;75246450;0;0;0;1297,83;725,46;0;0;220;;;
2503;352218A1;BUCHA DE DESLOCAMENTO AXIAL;39269090;UN;352218A1;0;0;0;167,35;40,828333;0;0;02C19;;;
5684;73125404;BUCHA DE PLASTICO;84833090;UN;73125404;0;0;0;326,24;31,99;0;0;;;;
164;109171C1;BUCHA DE PLASTICO DA PORTA;39269090;UN;109171C1;18;0;0;23,73;13,0525;427,14;234,94;02H38;;;
2169;336039A1;BUCHA DE PLASTICO DO CILIND;84833090;UN;336039A1;0;0;0;412,42;242,585;0;0;100K01;;;
56301;87414971;BUCHA DE PLASTICO P CILINDR;84833029;PC;87414971;0;0;0;91,62;53,89;0;0;06B08;;;
6658;87610593;BUCHA DE POLIETILENO;39269090;UN;87610593;0;0;0;21,4;11,958;0;0;;;;
40633;75327081;BUCHA DIA 180X130X80;84833090;PC;75327081;0;0;0;1076,92;392,355;0;0;;;;
79970;S109445;BUCHA DO PISTAO;73182900;PC;S109445;0;0;0;112,28;31,07;0;0;2,20E+17;;;
6881;YN12B02137P1;BUCHA ESPACADORA ACO;73182900;UN;YN12B02137P1;0;0;0;1695,08;585,855;0;0;;;;
5322;13734;BUCHA ESPACADORA DE ACO DO;73269090;UN;13734;0;0;0;60,52;3,96;0;0,4;22C12;;;
5685;73124551;BUCHA GUIA DA SELA;84833090;UN;73124551;0;0;0;2220,1;184,22;0;0;;;;
6360;87369444;BUCHA INTERNA DE ACO CILIND;84314929;UN;87369444;0;0;0;1285,46;727,43;0;0;;;;
4124;149442A1;BUCHA LIMITADORA TRASEIR;85365090;UN;149442A1;0;0;0;19,72;3,91;0;0;;;;
57458;87457102;BUCHA PARA MANCAL DO EIXO;84833029;PC;87457102;0;0;0;3523,21;1210,475;0;0;;;;
45175;84241615;BUCHA RANHURADA DE ACO;84833029;PC;84241615;0;0;0;466,12;259,87;0;0;;;;
74438;L113178;BUCHA ROSCADA DE ACO;83099000;PC;L113178;0;0;0;116,68;58,96;0;0;;;;
87885;ALT-100522A1;BUCHA SUPERIOR;84314929;UN;100522A1;0;0;0;89,1;17;0;0;;;;
6404;D151073;BUCHA TORRE GIRO;84314929;UN;D151073;0;0;0;290,24;89,39;0;0;;;;
5306;D37450;BUCHA-ESPAC BRACO CACAMBA;73269090;UN;D37450;0;0;0;107,94;7,75;0;4,74;20G05;;;
27502;47745409;BUJAO;73269090;PC;47745409;0;0;0;805,21;234,83;0;0;;;;
46898;84329402;BUJAO;73269090;PC;84329402;0;0;0;159,45;89,13;0;0;;;;
47287;84352083;BUJAO;83099000;PC;84352083;0;0;0;510,02;271,8375;0;0;;;;
4764;86568834;BUJAO;73071920;UN;86568834;8;0;0;34,92;18,7715;279,36;150,17;05F15;;;
53238;86643151;BUJAO;73181900;PC;86643151;0;0;0;6,18;3,455;0;0;;;;
5038;J906619;BUJAO BLOCO MOTOR;73181900;UN;J906619;0;0;0;34,64;2,413333;0;0,74;100D09;;;
18681;221-850;BUJAO VALV CONTROLE;73269090;PC;221-850;1;0;0;19,13;10,24;19,13;10,24;02C32;;;
26945;47606501;BUJAO ACO;73261900;PC;47606501;0;0;0;165,66;65,94;0;0;;;;
65852;A77782;BUJAO ACO P/BLOCO MOTOR;73181900;PC;A77782;0;0;0;7,36;5,742;0;0;;;;
6221;J900956;BUJAO BLOCO CILINDRO;73182900;UN;J900956;0;0;0;13,35;7,15;0;0;;;;
31724;4895378;BUJAO DE ACO;73261900;PC;4895378;0;0;0;76,7;25,86;0;0;;;;
38300;75208179;BUJAO DE ACO;73181900;PC;75208179;0;0;0;7,79;3,95;0;0;;;;
5039;86637723;BUJAO DE ACO;73181900;UN;86637723;0;0;0;8,12;0,97;0;0,4;06B04;;;
53086;86637724;BUJAO DE ACO;73182900;PC;86637724;0;0;0;5,24;2,51;0;0;06F22;;;
3183;9617020;BUJAO DE ACO;73181900;UN;9617020;9;0;0;13,84;7,109111;124,56;63,98;03G08;;;
5309;D140267;BUJAO DE ACO;73269090;UN;D140267;0;0;0;76,66;5,97;0;1,83;100I05;;;
68698;J910248;BUJAO DE ACO;39269090;PC;J910248;0;0;0;37,69;14,56;0;0;;;;
5212;E135201;BUJAO DE ACO 106MM;73182900;UN;E135201;0;0;0;196,96;12,92;0;1,31;12C14;;;
5208;E135169;BUJAO DE ACO 80MM;73182900;UN;E135169;0;0;0;132,61;8,84;0;3,6;04B06;;;
6250;41-3038;BUJAO DE ACO CARBONO;73269090;UN;41-3038;0;0;0;85,56;45,77;0;0;;;;
986;148887A1;BUJAO DE ACO DO EIXO TRASEI;73181900;UN;148887A1;0;0;0;155,83;50,71;0;0;;;;
3181;148883A1;BUJAO DE ACO P EIXO;73181900;UN;148883A1;0;0;0;20,44;4,473333;0;0;12G01;;;
74386;L100349;BUJAO DE ACO TAMPA TANQUE H;73182900;PC;L100349;0;0;0;311,33;163,14;0;0;;;;
32345;504068028;BUJAO DE DESCARGA;84813000;PC;504068028;2;0;0;426,95;238,655;853,9;477,31;19000;;;
32238;504040826;BUJAO DE DESCARGA DO OLEO D;84818099;PC;504040826;0;0;0;733,47;375,11;0;0;;;;
112412;ALT-47613734;BUJAO DE MATERIA PLASTICA;84879000;UN;47613734;2;0;0;39,86;22,28;79,72;44,56;28B10;;;
60629;87612755;BUJAO DE NYLON;39269090;PC;ZBR39269090,87612755;0;0;0;13,05;4,03;0;0;22G18;;;
14504;150821A1;BUJAO DE PLASTICO;39269090;PC;150821A1;1;0;0;41,24;22,14;41,24;22,14;03F02;;;
4392;A77783;BUJAO DE PLASTICO DA VALV.;39269090;UN;A77783;0;0;0;8,26;3,93;0;0,8;100C05;;;
2473;87457076;BUJAO DE PLASTICO P EIXO;39269090;UN;87457076;2;0;0;226,54;120,214608;453,08;240,43;04G18;;;
31685;4895038;BUJAO FECHAMENTO DO MOTOR A;73261900;PC;4895038;1;0;0;26,43;15,037456;26,43;15,04;02B09;;;
27535;47751768;BUJAO METAL;73261900;PC;47751768;0;0;0;159,44;85,395;0;0;;;;
4395;86625128;BUJAO PLASTICO 0 562 X 0 12;39269090;UN;86625128;0;0;0;4,17;0,29;0;0,04;22G16;;;
5300;J2537437;BUJAO RODA GUIA;73269090;UN;J2537437;0;0;0;26,16;1,625;0;0,33;20D12;;;
47288;84352088;BUJAO ROSCADO DE ACO P EIXO;73181900;PC;84352088;0;0;0;315,57;176,4;0;0;;;;
80470;SBA064210025;BUJAO SELADOR ACO 25MM;83099000;PC;SBA064210025;0;0;0;26,73;11,05;0;0;;;;
20967;2930338;BUZINA;85123000;PC;2930338;0;0;0;254,18;82,22;0;0;;;;
62994;87724783;BUZINA;85123000;PC;87724783;0;0;0;941,97;356,03;0;0;;;;
55713;87382200;BUZINA 24V 109 DB;85123000;PC;87382200;0;0;0;228,62;108,07;0;0;22B13;;;
86342;9971000;CABECA DE FILTRO;84219999;PC;9971000;0;0;0;101,83;56,92;0;0;;;;
32154;503776821;CABECOTE;84099959;PC;503776821;0;0;0;17345,86;10152,69;0;0;;;;
32221;504033395;CABECOTE ACO P FILTRO COMBU;84219999;PC;504033395;0;0;0;2515,55;1358,4;0;0;10A01;;;
46152;84296830;CABECOTE DO FILTRO OLEO AC;84219999;PC;84296830;0;0;0;377,11;279,42;0;0;02C24;;;
69062;J930969;CABECOTE FILTRO COMBUST;84219999;PC;J930969;0;0;0;1661,5;559,89;0;0;;;;
109324;490B-24000/C;CABECOTE FILTRO COMBUSTIVEL COMPLETO XINCHAI;84312011;UN;490B-24000/C;0;0;0;286,75;137,56;0;0;;;;
3831;121335A1;CABO;84314929;UN;121335A1;0;0;0;1193,74;351,8;0;0;;;;
44228;84155700;CABO;73121090;PC;84155700;0;0;0;253,2;109,716667;0;0;GARANTIA;;;
5570;87357032;CABO;84314929;UN;87357032;5;0;0;398,72;234,528928;1993,6;1172,64;15A01;;;
111294;ALT-47519252;CABO;87089990;UN;90.10401161-CFX;0;0;0;199,27;0;0;0;;;;
13735;145426A1;CABO POSITIVO BATERIA;85443000;PC;145426A1;2;0;2;871,68;513,7;1743,36;1027,4;;;;
22888;366147A1;CABO ACELERADOR;84314929;PC;366147A1;1;0;0;2257,89;830,38;2257,89;830,38;15D03;;;
23736;390876A2;CABO ACELERADOR;84314929;PC;390876A2;0;0;0;1363,53;727,35;0;0;;;;
63541;87755917;CABO ACO ACIONAMENTO ACELER;84314929;PC;87755917;1;0;0;564,04;317,43;564,04;317,43;15B02;;;
47018;84336218;CABO ACO COMA AQUECEDOR CAB;84314929;PC;84336218;0;0;0;487,48;238,31;0;0;;;;
5553;E97666;CABO AFOGADOR (EMPURRAR);84314929;UN;E97666;0;0;0;348,88;39,86;0;0;14G11;;;
40937;76048955;CABO COLUNA DIRECAO ACO;84314929;PC;76048955;0;0;0;1305,25;734,54;0;0;;;;
43938;84129735;CABO DE ACO;73121090;PC;84129735;0;0;0;371,08;94,31;0;0;;;;
45612;84271200;CABO DE ACO;84314929;PC;84271200;0;0;0;379,28;213,45;0;0;;;;
70626;KHN14320;CABO DE ACO;73269090;PC;KHN14320;0;0;0;541,61;274,66;0;0;03G07;;;
5551;H438178;CABO DE ACO DA POLIA CENTRA;84314929;UN;H438178;0;0;0;357,64;33,39;0;0;;;;
7051;L73770;CABO DE ACO DO ACELERADOR;84339090;UN;L73770;0;0;0;540,48;172,52;0;0;06X03;;;
5534;E158713;CABO DE ACO DO CONTROLE DA;84314929;UN;E158713;0;0;0;922,11;156,58;0;0;15D07;;;
3896;E158832;CABO DE ACO DO CONTROLE DA;84314929;UN;E158832;3;0;0;354,14;217,89;1062,42;653,67;15B07;;;
1812;E158833;CABO DE ACO DO CONTROLE DA;84314929;UN;E158833;6;0;0;421,5;261,234999;2529;1567,41;15A04;;;
26559;47546573;CABO DE ACO DO FREIO DE MAO;84314929;PC;47546573;0;0;0;424,27;190,76;0;0;;;;
38597;75251275;CABO DE ACO DO PEDAL ACELER;84314929;PC;75251275;0;0;0;482,35;128,996667;0;0;;;;
1908;47456654;CABO DE ACO P ACELERADOR;84314929;UN;47456654;4;0;0;574,13;332,834869;2296,52;1331,34;1500;;;
45400;84258154;CABO DE ACO P PEDAL;84314929;PC;84258154;0;0;0;1336,05;664,94;0;0;;;;
58684;87548418;CABO DE ACO P PEDAL DE FREI;84314929;PC;87548418;0;0;0;2136,01;1202,05;0;0;;;;
41893;76303589;CABO DE ACO P TRANCA PORTA;87089990;PC;76303589;2;0;0;798,36;445,675;1596,72;891,35;12D05;;;
41894;76303590;CABO DE ACO TRAVA DA JANELA;87089990;PC;76303590;0;0;0;394,19;123,12;0;0;02D18;;;
29081;47869052;CABO DE BATERIA;85444200;PC;47869052;0;0;0;366,88;192,7;0;0;15000;;;
29082;47869055;CABO DE BATERIA;85444200;PC;47869055;0;0;0;400,43;210,35;0;0;15D06;;;
29083;47869058;CABO DE BATERIA;85444200;PC;47869058;0;0;0;234,69;123,27;0;0;15D07;;;
46094;84294472;CABO DE USO ELETRICO DA BAT;85444200;PC;84294472;1;0;1;1107,24;686,23;1107,24;686,23;;;;
5498;47827404;CABO DO ACELERADOR;84314929;UN;47827404;2;0;0;687,43;392,660001;1374,86;785,32;15D02;;;
45420;84258820;CABO DO ACELERADOR;84314929;PC;84258820;0;0;0;2033,95;568,16;0;0;;;;
7023;87340754;CABO DO ACELERADOR;84314929;UN;87340754;4;0;0;983,63;578,724998;3934,52;2314,9;15B04;;;
1769;144908A2;CABO DO CAPO;84314929;UN;144908A2;0;0;0;783,37;248,09;0;0;;;;
57543;87459615;CABO ELETRICO 24 V;85444200;PC;87459615;0;0;0;14558,1;7647,05;0;0;;;;
5813;84292399;CABO ELETRICO DA CHAVE DIOD;85443000;UN;84292399;0;0;0;8,39;0,8;0;0;22000000;;;
60390;87604051;CABO PLASTICO FECHADURA DA;84314929;PC;87604051;1;0;0;921;567,239996;921;567,24;20D06;;;
102560;92190473FP;CACAMBA;84314100;PC;92190473FP;3;0;0;6355,44;3161,9;19066,32;9485,7;;;;
88552;100185;CACAMBA DE VOLUME;84295219;UN;20610M,10.01.85;0;0;0;30800;16600;0;0;;;;
